name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,1395,,9695524,yes,,,,"POLYGON ((-71.1442202 42.340584, -71.1444812 42.3406607, -71.144478 42.3406765, -71.1443141 42.3407331, -71.1442158 42.3407044, -71.1441878 42.3407567, -71.1441591 42.3407483, -71.1442072 42.3406584, -71.144184 42.3406516, -71.1442202 42.340584))",POINT (-71.1443024 42.3406677),246.3,2651.2
,1396,,9695525,yes,,,,"POLYGON ((-71.1432313 42.3411015, -71.1431917 42.3410219, -71.1431756 42.3410284, -71.1431416 42.3409766, -71.1430867 42.3409962, -71.1430988 42.3410147, -71.1430371 42.3410367, -71.1430226 42.3410146, -71.1429689 42.3410339, -71.142983 42.3410555, -71.1429658 42.3410616, -71.1430374 42.3411709, -71.1432313 42.3411015))",POINT (-71.1430958 42.3410759),265.0,2852.7
,1397,,9695526,yes,,,,"POLYGON ((-71.1434445 42.3410579, -71.1434184 42.3409665, -71.1433979 42.3409714, -71.1433775 42.3409215, -71.1433208 42.3409341, -71.1433293 42.340955, -71.143257 42.3409712, -71.143248 42.3409493, -71.1431922 42.3409618, -71.1432147 42.3410167, -71.1431917 42.3410219, -71.1432313 42.3411015, -71.1434445 42.3410579))",POINT (-71.1433146 42.3410164),267.9,2883.5
,1398,,9695527,yes,,,,"POLYGON ((-71.1434184 42.3409665, -71.1434403 42.3409644, -71.1434315 42.3409132, -71.1434886 42.3409079, -71.1434926 42.3409313, -71.1435628 42.3409247, -71.1435588 42.3409013, -71.1436189 42.3408956, -71.1436229 42.3409186, -71.1436412 42.3409169, -71.1436619 42.3410375, -71.1434445 42.3410579, -71.1434184 42.3409665))",POINT (-71.1435409 42.3409814),269.8,2903.7
,1399,,9695528,yes,,,,"POLYGON ((-71.1439909 42.3410172, -71.1439785 42.3409538, -71.1440143 42.34095, -71.1440039 42.3408968, -71.1439673 42.3409007, -71.1439547 42.3408366, -71.1440442 42.340827, -71.1440494 42.3408537, -71.1441178 42.3408464, -71.1441131 42.3408222, -71.1441821 42.3408149, -71.1442169 42.3409927, -71.14416 42.3409988, -71.144158 42.3409884, -71.1440309 42.341002, -71.144033 42.3410127, -71.1439909 42.3410172))",POINT (-71.1440907 42.3409153),332.6,3580.1
,1400,,9695529,yes,,,,"POLYGON ((-71.1439673 42.3409007, -71.1439309 42.3409046, -71.1439413 42.3409578, -71.1439785 42.3409538, -71.1439909 42.3410172, -71.143947 42.3410219, -71.1439448 42.3410108, -71.1438163 42.3410246, -71.1438185 42.3410359, -71.1437668 42.3410415, -71.1437311 42.3408589, -71.143781 42.3408536, -71.1437864 42.3408813, -71.1438671 42.3408727, -71.143862 42.3408465, -71.1439547 42.3408366, -71.1439673 42.3409007))",POINT (-71.1438568 42.3409404),327.1,3521.0
,1401,,9695532,yes,,,,"POLYGON ((-71.1488934 42.3387024, -71.1488104 42.3386765, -71.1487914 42.3387096, -71.1487096 42.3386841, -71.1487697 42.3385792, -71.1489345 42.3386307, -71.1488934 42.3387024))",POINT (-71.1488182 42.3386482),156.7,1686.7
,1402,,9695535,yes,,,,"POLYGON ((-71.1463175 42.3400295, -71.1463765 42.3399936, -71.1462318 42.3398636, -71.1461606 42.3399268, -71.1461742 42.3399352, -71.1461527 42.3399541, -71.1461405 42.3399466, -71.1460823 42.3399981, -71.1461787 42.3400847, -71.1462799 42.3400231, -71.1462993 42.3400406, -71.1463175 42.3400295))",POINT (-71.1462249 42.3399806),289.4,3115.3
,1403,,9695536,yes,,,,"POLYGON ((-71.1465142 42.3401211, -71.1464567 42.3401561, -71.1464361 42.3401376, -71.1463889 42.3401663, -71.1463974 42.340174, -71.1463361 42.3402112, -71.1462223 42.3401089, -71.1463048 42.3400587, -71.1463094 42.3400629, -71.1463364 42.3400465, -71.1463175 42.3400295, -71.1463765 42.3399936, -71.1463937 42.3399832, -71.1465339 42.3401091, -71.1465142 42.3401211))",POINT (-71.1463759 42.3400996),311.9,3357.6
,1404,,9695537,yes,,,,"POLYGON ((-71.1465142 42.3401211, -71.1466621 42.340254, -71.1465128 42.3402984, -71.1463432 42.3403327, -71.1463239 42.3402566, -71.1464274 42.3401936, -71.1464365 42.3402018, -71.1464623 42.3401861, -71.1464401 42.3401662, -71.1464567 42.3401561, -71.1465142 42.3401211))",POINT (-71.1464822 42.3402387),328.1,3531.2
,1405,,9695538,yes,,,,"POLYGON ((-71.1451211 42.3399309, -71.1450114 42.3398928, -71.1449568 42.3398925, -71.1449139 42.3399153, -71.1450422 42.340076, -71.1451837 42.3400144, -71.14516 42.3399795, -71.1451478 42.3399844, -71.1451319 42.3399649, -71.1451211 42.3399309))",POINT (-71.1450475 42.3399752),244.7,2633.6
,1406,,9695539,yes,,,,"POLYGON ((-71.1449139 42.3399153, -71.1449022 42.3399006, -71.1449004 42.3398421, -71.1452551 42.3398331, -71.1452549 42.3399348, -71.1452059 42.3399361, -71.1452049 42.3399275, -71.1451211 42.3399309, -71.1450114 42.3398928, -71.1449568 42.3398925, -71.1449139 42.3399153))",POINT (-71.1450995 42.3398779),251.1,2702.9
,1407,,9695540,yes,,,,"POLYGON ((-71.1457781 42.3396857, -71.1457056 42.3396279, -71.1455475 42.3397364, -71.1457045 42.3398614, -71.1458557 42.3397577, -71.1458008 42.3397139, -71.1457934 42.339719, -71.1457639 42.3396955, -71.1457781 42.3396857))",POINT (-71.1457016 42.3397456),325.7,3506.0
,1408,,9695541,yes,,,,"POLYGON ((-71.1457056 42.3396279, -71.1458437 42.3395332, -71.1458883 42.3395453, -71.1459387 42.3395858, -71.1459663 42.3396316, -71.146019 42.3396839, -71.1459599 42.3397244, -71.1459392 42.3397079, -71.1458771 42.3397505, -71.1458223 42.3397068, -71.1458189 42.3397091, -71.1457843 42.3396815, -71.1457781 42.3396857, -71.1457056 42.3396279))",POINT (-71.1458652 42.3396414),327.3,3522.8
,1409,,9695542,yes,,,,"POLYGON ((-71.1471505 42.3407354, -71.1471654 42.3407215, -71.1471449 42.3407094, -71.1472244 42.3406353, -71.1473647 42.3407174, -71.1472703 42.3408055, -71.1471505 42.3407354))",POINT (-71.1472497 42.3407203),179.7,1934.6
,1410,,9695543,yes,,,,"POLYGON ((-71.1472703 42.3408055, -71.1471797 42.34089, -71.1470611 42.3408205, -71.147076 42.3408067, -71.147056 42.3407949, -71.1471219 42.3407334, -71.1471408 42.3407445, -71.1471505 42.3407354, -71.1472703 42.3408055))",POINT (-71.1471584 42.3408083),167.7,1804.7
,1411,,9695544,yes,,,,"POLYGON ((-71.1471797 42.34089, -71.1470897 42.340974, -71.1469703 42.3409041, -71.1469875 42.3408881, -71.1469662 42.3408756, -71.1470296 42.3408164, -71.1470517 42.3408293, -71.1470611 42.3408205, -71.1471797 42.34089))",POINT (-71.1470676 42.3408921),168.0,1808.1
,1412,,9695545,yes,,,,"POLYGON ((-71.1471995 42.3410862, -71.1472807 42.3410152, -71.1473778 42.3410759, -71.1472966 42.3411469, -71.1471995 42.3410862))",POINT (-71.1472887 42.341081),108.1,1164.0
,1413,,9695546,yes,,,,"POLYGON ((-71.1473658 42.3412849, -71.147369 42.3411858, -71.1473692 42.341177, -71.1474079 42.3411777, -71.1474089 42.3411464, -71.147431 42.3411468, -71.1474316 42.3411289, -71.1475155 42.3411304, -71.1475148 42.3411502, -71.1475344 42.3411505, -71.1475335 42.3411786, -71.1475756 42.3411793, -71.1475728 42.3412684, -71.1475721 42.3412885, -71.1473658 42.3412849))",POINT (-71.147471 42.3412178),253.5,2728.9
,1414,,9695547,yes,,,,"POLYGON ((-71.1473658 42.3412849, -71.1471033 42.3412814, -71.1470575 42.341215, -71.1471995 42.3410862, -71.1472966 42.3411469, -71.1472526 42.3411842, -71.147369 42.3411858, -71.1473658 42.3412849))",POINT (-71.147217 42.3412092),361.2,3888.4
,1415,,9695548,yes,,,,"POLYGON ((-71.1463996 42.3405401, -71.1463818 42.3404708, -71.1461861 42.3404983, -71.1462033 42.3405654, -71.1462248 42.3405624, -71.1462577 42.3406905, -71.1464107 42.3406691, -71.1463783 42.3405431, -71.1463996 42.3405401))",POINT (-71.1463078 42.3405765),310.7,3344.0
,1416,,9695549,yes,,,,"POLYGON ((-71.1465947 42.3405078, -71.1465782 42.3404433, -71.1463818 42.3404708, -71.1463996 42.3405401, -71.1464217 42.340537, -71.146455 42.3406666, -71.1466078 42.3406451, -71.1465733 42.3405108, -71.1465947 42.3405078))",POINT (-71.146504 42.3405507),315.6,3396.7
,1417,,9695550,yes,,,,"POLYGON ((-71.1465782 42.3404433, -71.1465744 42.3404286, -71.1466667 42.3404157, -71.1467289 42.3404288, -71.1468295 42.3405175, -71.1467746 42.3405661, -71.1467559 42.3405549, -71.1466997 42.340608, -71.1466462 42.3406155, -71.1466178 42.3405045, -71.1465947 42.3405078, -71.1465782 42.3404433))",POINT (-71.1466921 42.3405053),273.5,2944.1
,1418,,9695609,yes,,,,"POLYGON ((-71.1483648 42.3401425, -71.1482803 42.3400915, -71.1484004 42.3399827, -71.1486178 42.3401137, -71.1485242 42.3401986, -71.1483913 42.3401185, -71.1483648 42.3401425))",POINT (-71.1484498 42.3400921),311.9,3357.0
,1419,,9695610,yes,,,,"POLYGON ((-71.1482155 42.3403062, -71.1481122 42.3402439, -71.1482803 42.3400915, -71.1483648 42.3401425, -71.1483819 42.3401528, -71.1483152 42.3402132, -71.1483948 42.3402612, -71.1483326 42.3403175, -71.1482548 42.3402706, -71.1482155 42.3403062))",POINT (-71.1482642 42.3402136),305.0,3282.9
,1420,,9695611,yes,,,,"POLYGON ((-71.1480101 42.3404354, -71.1479446 42.340396, -71.1481122 42.3402439, -71.1482155 42.3403062, -71.148177 42.3403411, -71.1482572 42.3403894, -71.1481949 42.3404459, -71.1481167 42.3403987, -71.1480498 42.3404594, -71.1480101 42.3404354))",POINT (-71.1481036 42.3403609),309.8,3334.4
,1421,,9695612,yes,,,,"POLYGON ((-71.1480101 42.3404354, -71.1479824 42.3404605, -71.1480017 42.3404722, -71.1481424 42.3404869, -71.1481221 42.3405935, -71.1478331 42.3405634, -71.1478494 42.3404822, -71.1479446 42.340396, -71.1480101 42.3404354))",POINT (-71.1479829 42.3405129),334.0,3595.5
,1422,,9695615,yes,,,,"POLYGON ((-71.1486936 42.3405722, -71.1486284 42.3404907, -71.1486877 42.3404607, -71.1486324 42.3403984, -71.1487017 42.3403648, -71.1487161 42.3403811, -71.1487313 42.3403738, -71.1487745 42.3404225, -71.1487937 42.3404132, -71.1487869 42.3404055, -71.1488293 42.340385, -71.148905 42.3404704, -71.148866 42.3404893, -71.1488726 42.3404967, -71.1488299 42.3405173, -71.1488239 42.3405105, -71.1487932 42.3405254, -71.1487997 42.3405327, -71.1487563 42.3405537, -71.1487489 42.3405454, -71.1486936 42.3405722))",POINT (-71.148753 42.3404659),295.1,3176.7
,1423,,9695616,yes,,,,"POLYGON ((-71.1484502 42.3406269, -71.1484164 42.3405407, -71.1485045 42.3405224, -71.1484764 42.3404493, -71.1485612 42.3404315, -71.1485873 42.3404993, -71.1486284 42.3404907, -71.1486936 42.3405722, -71.1486551 42.3405854, -71.1486583 42.3405944, -71.1486196 42.3406035, -71.1486163 42.340596, -71.1485803 42.3406044, -71.1485839 42.3406128, -71.1485373 42.3406237, -71.1485351 42.3406148, -71.1484502 42.3406269))",POINT (-71.1485473 42.3405436),273.7,2945.8
,1424,,9695617,yes,,,,"POLYGON ((-71.1484502 42.3406269, -71.1484303 42.3406275, -71.1484304 42.3406358, -71.1483832 42.3406359, -71.1483832 42.3406245, -71.1483468 42.3406246, -71.148344 42.3406341, -71.1482932 42.3406257, -71.1482957 42.3406175, -71.1482609 42.3406118, -71.1482585 42.3406198, -71.1482071 42.3406113, -71.1482098 42.3406024, -71.1481704 42.3405959, -71.1482013 42.3404939, -71.1482494 42.3405019, -71.1482463 42.3405122, -71.1482745 42.3405168, -71.1482964 42.3404442, -71.1483927 42.3404601, -71.1483706 42.3405332, -71.1484164 42.3405407, -71.1484502 42.3406269))",POINT (-71.1483118 42.3405536),299.2,3220.2
,1425,,9695618,yes,,,,"POLYGON ((-71.1488482 42.3402543, -71.1487757 42.3403174, -71.1488846 42.3403603, -71.1489719 42.3404391, -71.1490101 42.3404168, -71.1490009 42.3404081, -71.1490539 42.3403677, -71.149065 42.3403747, -71.1491039 42.3403482, -71.1490597 42.3403158, -71.1490482 42.3403245, -71.1489529 42.3402911, -71.1489591 42.340283, -71.1489138 42.3402673, -71.1489089 42.340275, -71.1488482 42.3402543))",POINT (-71.1489393 42.3403378),243.3,2618.4
,1426,,9695619,yes,,,,"POLYGON ((-71.1487757 42.3403174, -71.1487558 42.3403353, -71.1487003 42.3403025, -71.1486322 42.3403598, -71.1485577 42.3403134, -71.1486245 42.3402562, -71.1486062 42.3402449, -71.1485948 42.3402538, -71.148556 42.3402288, -71.1486482 42.3401505, -71.1486806 42.3401694, -71.1486876 42.3401619, -71.1487317 42.3401822, -71.1487238 42.340191, -71.1487523 42.3402062, -71.1487582 42.3401998, -71.148804 42.3402224, -71.1487976 42.3402314, -71.1488482 42.3402543, -71.1487757 42.3403174))",POINT (-71.1486873 42.3402553),301.9,3249.7
,1427,,9708128,yes,,,,"POLYGON ((-71.147209 42.3362417, -71.1470852 42.336269, -71.1470424 42.3361628, -71.1472132 42.3361252, -71.1472186 42.3361387, -71.1472672 42.336128, -71.1472913 42.3361877, -71.1472547 42.3361958, -71.147268 42.3362287, -71.147209 42.3362417))",POINT (-71.1471655 42.3361928),213.4,2297.2
,1428,,9708129,yes,,,,"POLYGON ((-71.1473212 42.3363957, -71.1472688 42.3362658, -71.1472228 42.3362759, -71.147209 42.3362417, -71.1470852 42.336269, -71.1471514 42.3364331, -71.1473212 42.3363957))",POINT (-71.1472011 42.336337),261.9,2818.9
,1429,,9708130,yes,,,,"POLYGON ((-71.1474581 42.3363655, -71.147409 42.3362438, -71.1473938 42.3362471, -71.1473798 42.3362124, -71.1472984 42.3362304, -71.1473091 42.3362569, -71.1472688 42.3362658, -71.1473212 42.3363957, -71.1474581 42.3363655))",POINT (-71.1473612 42.3363073),197.4,2125.0
,1430,,9708131,yes,,,,"POLYGON ((-71.1476005 42.3363342, -71.1475482 42.3362044, -71.1475115 42.3362125, -71.1475005 42.3361851, -71.1474106 42.3362049, -71.1474249 42.3362403, -71.147409 42.3362438, -71.1474581 42.3363655, -71.1476005 42.3363342))",POINT (-71.1474987 42.3362762),207.3,2231.0
,1431,,9708132,yes,,,,"POLYGON ((-71.1477416 42.3363031, -71.147689 42.3361728, -71.1476743 42.336176, -71.1476638 42.3361499, -71.1475773 42.3361689, -71.1475881 42.3361956, -71.1475482 42.3362044, -71.1476005 42.3363342, -71.1477416 42.3363031))",POINT (-71.1476428 42.3362447),205.4,2210.9
,1432,,9708133,yes,,,,"POLYGON ((-71.147884 42.3362717, -71.1478337 42.336147, -71.1478174 42.3361506, -71.1478044 42.3361183, -71.1477218 42.3361365, -71.1477326 42.3361632, -71.147689 42.3361728, -71.1477416 42.3363031, -71.147884 42.3362717))",POINT (-71.1477844 42.3362139),205.9,2216.2
,1433,,9708134,yes,,,,"POLYGON ((-71.1480245 42.3362407, -71.1479717 42.3361099, -71.1479304 42.336119, -71.1479181 42.3360886, -71.1478337 42.3361072, -71.1478485 42.3361438, -71.1478337 42.336147, -71.147884 42.3362717, -71.1480245 42.3362407))",POINT (-71.1479226 42.3361814),207.7,2236.0
,1434,,9708135,yes,,,,"POLYGON ((-71.1481615 42.3362105, -71.1481097 42.3360821, -71.1480961 42.3360851, -71.1480824 42.336051, -71.1479995 42.3360693, -71.1480122 42.336101, -71.1479717 42.3361099, -71.1480245 42.3362407, -71.1481615 42.3362105))",POINT (-71.1480641 42.3361495),204.3,2199.5
,1435,,9708136,yes,,,,"POLYGON ((-71.1483013 42.3361797, -71.1482459 42.3360425, -71.1482059 42.3360513, -71.148195 42.3360242, -71.1481131 42.3360423, -71.1481275 42.3360781, -71.1481097 42.3360821, -71.1481615 42.3362105, -71.1483013 42.3361797))",POINT (-71.1481997 42.3361185),211.6,2277.2
,1436,,9708137,yes,,,,"POLYGON ((-71.1482459 42.3360425, -71.1482885 42.3360331, -71.1482769 42.3360044, -71.1483598 42.3359861, -71.1483749 42.3360236, -71.1483886 42.3360206, -71.1484404 42.3361491, -71.1483013 42.3361797, -71.1482459 42.3360425))",POINT (-71.1483408 42.3360866),212.7,2289.4
,1437,,9708431,yes,,,,"POLYGON ((-71.1445688 42.3379067, -71.1444138 42.3379341, -71.1444503 42.3380466, -71.1446749 42.3380068, -71.1446429 42.3379082, -71.1445733 42.3379206, -71.1445688 42.3379067))",POINT (-71.1445419 42.337973),235.0,2529.2
,1438,,9708432,yes,,,,"POLYGON ((-71.1445507 42.3377966, -71.1443791 42.337827, -71.1444138 42.3379341, -71.1445688 42.3379067, -71.1445972 42.3379016, -71.1445874 42.3378713, -71.1446209 42.3378653, -71.1446004 42.337802, -71.144555 42.33781, -71.1445507 42.3377966))",POINT (-71.144498 42.3378621),209.0,2250.2
,1439,,9708433,yes,,,,"POLYGON ((-71.1444843 42.3376976, -71.1443452 42.3377223, -71.1443791 42.337827, -71.1445507 42.3377966, -71.1445475 42.3377867, -71.1445964 42.337778, -71.1445756 42.3377141, -71.1445432 42.3377199, -71.1445332 42.337689, -71.1444843 42.3376976))",POINT (-71.1444663 42.3377569),208.9,2248.7
,1440,,9708434,yes,,,,"POLYGON ((-71.1445269 42.3375915, -71.1444969 42.3374989, -71.1442849 42.3375365, -71.1443452 42.3377223, -71.1444843 42.3376976, -71.1444797 42.3376835, -71.1445335 42.337674, -71.1445153 42.3376177, -71.1444627 42.337627, -71.1444573 42.3376105, -71.144529 42.3375978, -71.1445269 42.3375915))",POINT (-71.1444125 42.3376074),349.2,3758.7
,1441,,9708435,yes,,,,"POLYGON ((-71.1444969 42.3374989, -71.1446851 42.3374656, -71.1447592 42.3376944, -71.1447147 42.3377023, -71.1447047 42.3376715, -71.1446647 42.3376786, -71.1446688 42.3376913, -71.1446456 42.3376954, -71.1446526 42.337717, -71.1446009 42.3377261, -71.1445944 42.337706, -71.1445853 42.3377076, -71.1445466 42.337588, -71.1445269 42.3375915, -71.1444969 42.3374989))",POINT (-71.1446307 42.3375884),374.8,4034.6
,1442,,9708436,yes,,,,"POLYGON ((-71.144943 42.3375353, -71.1449016 42.3374299, -71.1450453 42.3373991, -71.1450493 42.3374092, -71.1450664 42.3374056, -71.1450792 42.3374382, -71.1450642 42.3374414, -71.1450954 42.3375211, -71.1451233 42.3375151, -71.1451539 42.3375932, -71.1451699 42.3375898, -71.1451815 42.3376193, -71.145145 42.3376271, -71.1451414 42.3376179, -71.145019 42.3376441, -71.1449738 42.3375287, -71.144943 42.3375353))",POINT (-71.1450349 42.3375215),322.3,3469.5
,1443,,9708437,yes,,,,"POLYGON ((-71.144943 42.3375353, -71.1449884 42.3376513, -71.1448106 42.3376894, -71.1447237 42.3374677, -71.1447773 42.3374563, -71.1447817 42.3374674, -71.1448677 42.337449, -71.1448634 42.3374381, -71.1449016 42.3374299, -71.144943 42.3375353))",POINT (-71.1448569 42.3375622),381.2,4103.3
,1444,,9708438,yes,,,,"POLYGON ((-71.1451351 42.3378062, -71.1452213 42.3377716, -71.1452781 42.3377405, -71.1451907 42.3376507, -71.145108 42.3376923, -71.1451006 42.3376829, -71.1449007 42.3377621, -71.1449303 42.3377999, -71.1449511 42.3377914, -71.1449888 42.337842, -71.1450999 42.3377994, -71.1451029 42.3377847, -71.1451158 42.3377786, -71.1451351 42.3378062))",POINT (-71.1450952 42.3377485),315.5,3395.9
,1445,,9708439,yes,,,,"POLYGON ((-71.1452261 42.337892, -71.1453078 42.3378613, -71.1453645 42.3378292, -71.1452781 42.3377405, -71.1452213 42.3377716, -71.1451351 42.3378062, -71.145146 42.3378218, -71.1451123 42.337836, -71.145107 42.3378269, -71.1450456 42.3378494, -71.145057 42.3378705, -71.1450344 42.3378781, -71.145061 42.3379173, -71.1450842 42.3379082, -71.1450994 42.3379283, -71.1451958 42.3378906, -71.1451965 42.3378851, -71.1452178 42.3378767, -71.1452261 42.337892))",POINT (-71.1452012 42.3378397),268.1,2885.9
,1446,,9708440,yes,,,,"POLYGON ((-71.1453645 42.3378292, -71.1454613 42.3379287, -71.1453229 42.3379815, -71.1453148 42.3379691, -71.1452073 42.3380115, -71.1451825 42.3380031, -71.1451137 42.3380294, -71.1451066 42.3380232, -71.1450825 42.3380319, -71.1450555 42.3379888, -71.1451666 42.3379466, -71.1451569 42.3379322, -71.1452045 42.3379136, -71.1452212 42.3379203, -71.1452374 42.3379129, -71.1452261 42.337892, -71.1453078 42.3378613, -71.1453645 42.3378292))",POINT (-71.1452714 42.3379377),309.6,3332.6
,1447,,9708441,yes,,,,"POLYGON ((-71.1485208 42.3368136, -71.1484649 42.3366775, -71.148629 42.3366407, -71.1486715 42.336744, -71.1486999 42.3368132, -71.1486178 42.3368316, -71.1486105 42.3368138, -71.1485505 42.3368273, -71.1485429 42.3368087, -71.1485208 42.3368136))",POINT (-71.1485836 42.3367394),264.2,2843.6
,1448,,9708442,yes,,,,"POLYGON ((-71.14838 42.3368374, -71.148327 42.3367085, -71.1484649 42.3366775, -71.1485208 42.3368136, -71.1484805 42.3368227, -71.1484913 42.3368489, -71.1484082 42.3368675, -71.1483945 42.3368341, -71.14838 42.3368374))",POINT (-71.1484262 42.3367694),208.2,2241.0
,1449,,9708443,yes,,,,"POLYGON ((-71.1482447 42.3368749, -71.1481891 42.3367395, -71.148327 42.3367085, -71.14838 42.3368374, -71.1483704 42.3368395, -71.1483842 42.336873, -71.148295 42.3368931, -71.1482839 42.3368661, -71.1482447 42.3368749))",POINT (-71.1482911 42.3368005),210.0,2260.8
,1450,,9708444,yes,,,,"POLYGON ((-71.1481028 42.3368976, -71.1480506 42.3367706, -71.1481891 42.3367395, -71.1482447 42.3368749, -71.1482067 42.3368834, -71.1482188 42.3369131, -71.1481364 42.3369316, -71.1481208 42.3368936, -71.1481028 42.3368976))",POINT (-71.1481507 42.336832),210.2,2262.9
,1451,,9708445,yes,,,,"POLYGON ((-71.1479668 42.3369365, -71.1479114 42.3368018, -71.1480506 42.3367706, -71.1481028 42.3368976, -71.1480875 42.3369011, -71.1481023 42.3369371, -71.1480203 42.3369555, -71.1480086 42.3369271, -71.1479668 42.3369365))",POINT (-71.1480134 42.336862),209.4,2253.5
,1452,,9708446,yes,,,,"POLYGON ((-71.1478114 42.3369271, -71.1477727 42.336833, -71.1479114 42.3368018, -71.1479668 42.3369365, -71.1479259 42.3369457, -71.1479377 42.3369746, -71.1478584 42.3369924, -71.1478299 42.3369229, -71.1478114 42.3369271))",POINT (-71.1478738 42.336892),202.1,2175.1
,1453,,9708447,yes,,,,"POLYGON ((-71.1477482 42.3370322, -71.1476753 42.3368548, -71.1477727 42.336833, -71.1478114 42.3369271, -71.1477955 42.3369306, -71.1478382 42.3370344, -71.1477733 42.337049, -71.1477649 42.3370285, -71.1477482 42.3370322))",POINT (-71.147759 42.3369373),172.7,1859.1
,1454,,9708448,yes,,,,"POLYGON ((-71.147627 42.3369713, -71.1475872 42.3368746, -71.1476753 42.3368548, -71.1477482 42.3370322, -71.1477295 42.3370364, -71.1477392 42.33706, -71.1476821 42.3370729, -71.1476393 42.3369685, -71.147627 42.3369713))",POINT (-71.147672 42.3369584),159.7,1718.7
,1455,,9708449,yes,,,,"POLYGON ((-71.1475662 42.3370684, -71.1474951 42.3368953, -71.1475872 42.3368746, -71.147627 42.3369713, -71.1476093 42.3369753, -71.1476513 42.3370774, -71.1475942 42.3370903, -71.1475836 42.3370645, -71.1475662 42.3370684))",POINT (-71.1475757 42.3369773),160.6,1728.7
,1456,,9708450,yes,,,,"POLYGON ((-71.1474425 42.3370155, -71.1474017 42.3369162, -71.1474951 42.3368953, -71.1475662 42.3370684, -71.147549 42.3370723, -71.1475593 42.3370974, -71.147499 42.3371109, -71.1474583 42.337012, -71.1474425 42.3370155))",POINT (-71.1474889 42.3369973),165.0,1775.6
,1457,,9708451,yes,,,,"POLYGON ((-71.1474425 42.3370155, -71.1474255 42.3370193, -71.1474678 42.3371221, -71.1474167 42.3371336, -71.1474077 42.3371117, -71.147347 42.3371254, -71.1472729 42.3369452, -71.1474017 42.3369162, -71.1474425 42.3370155))",POINT (-71.1473729 42.3370233),229.3,2468.6
,1458,,9708452,yes,,,,"POLYGON ((-71.1471064 42.337722, -71.1472764 42.3376969, -71.1472996 42.3377827, -71.1470842 42.3378146, -71.1470657 42.3377465, -71.1471112 42.3377398, -71.1471064 42.337722))",POINT (-71.1471846 42.3377567),168.3,1811.1
,1459,,9708453,yes,,,,"POLYGON ((-71.1470714 42.3376163, -71.1472475 42.3375902, -71.1472764 42.3376969, -71.1471064 42.337722, -71.1471037 42.3377123, -71.1470617 42.3377185, -71.1470436 42.3376516, -71.1470795 42.3376463, -71.1470714 42.3376163))",POINT (-71.1471624 42.3376593),201.0,2163.5
,1460,,9708454,yes,,,,"POLYGON ((-71.1470496 42.3375079, -71.1472185 42.3374829, -71.1472475 42.3375902, -71.1470714 42.3376163, -71.147067 42.3376002, -71.1470239 42.3376065, -71.1470083 42.3375486, -71.1470586 42.3375412, -71.1470546 42.3375263, -71.1470496 42.3375079))",POINT (-71.1471334 42.3375528),201.2,2166.2
,1461,,9708455,yes,,,,"POLYGON ((-71.1470102 42.3374043, -71.14719 42.3373778, -71.1472185 42.3374829, -71.1470496 42.3375079, -71.1470457 42.3374934, -71.1469975 42.3375005, -71.1469872 42.3374626, -71.1470245 42.337457, -71.1470102 42.3374043))",POINT (-71.1471077 42.3374456),191.8,2064.7
,1462,,9708456,yes,,,,"POLYGON ((-71.1470102 42.3374043, -71.1470063 42.3373898, -71.1469689 42.3373954, -71.1469485 42.3373204, -71.1471586 42.3372616, -71.14719 42.3373778, -71.1470102 42.3374043))",POINT (-71.1470742 42.33734),207.3,2231.6
,1463,,9708457,yes,,,,"POLYGON ((-71.1426627 42.3373566, -71.142624 42.3372521, -71.1426152 42.3372283, -71.1424181 42.3372682, -71.1424503 42.3373551, -71.1425552 42.3373338, -71.1425705 42.3373752, -71.1426627 42.3373566))",POINT (-71.1425466 42.3373014),205.9,2215.8
,1464,,9708458,yes,,,,"POLYGON ((-71.1428277 42.3373397, -71.1427779 42.3372053, -71.1427363 42.3372137, -71.1427282 42.3371921, -71.1426323 42.3372115, -71.1426457 42.3372477, -71.142624 42.3372521, -71.1426627 42.3373566, -71.1426684 42.337372, -71.1428277 42.3373397))",POINT (-71.1427209 42.3372825),227.9,2452.9
,1465,,9708459,yes,,,,"POLYGON ((-71.1429758 42.3373097, -71.1429298 42.3371853, -71.1429104 42.3371893, -71.142899 42.3371584, -71.1428094 42.3371765, -71.1428171 42.3371974, -71.1427779 42.3372053, -71.1428277 42.3373397, -71.1429758 42.3373097))",POINT (-71.1428749 42.3372513),212.2,2284.3
,1466,,9708460,yes,,,,"POLYGON ((-71.1431213 42.3372803, -71.1430718 42.3371468, -71.1430295 42.3371553, -71.1430215 42.3371337, -71.1429314 42.3371519, -71.1429428 42.3371827, -71.1429298 42.3371853, -71.1429758 42.3373097, -71.1431213 42.3372803))",POINT (-71.1430204 42.3372217),208.9,2248.8
,1467,,9708461,yes,,,,"POLYGON ((-71.1432661 42.337251, -71.1432201 42.3371269, -71.1432057 42.3371298, -71.1431943 42.3370992, -71.1431036 42.3371176, -71.1431114 42.3371387, -71.1430718 42.3371468, -71.1431213 42.3372803, -71.1432661 42.337251))",POINT (-71.1431672 42.3371921),207.7,2235.6
